Year,Year_Ceremony,Ceremony,Category_Globes,Film,Nominee,Win_Globe,Song_Title,Country
1952,1953,10,Best Motion Picture - Musical or Comedy,With a Song in My Heart,,TRUE,,
1952,1953,10,Cecil B. deMille Award,,Adolph Zukor,FALSE,,
1952,1953,10,Cecil B. deMille Award,,Stanley Kramer,FALSE,,
1952,1953,10,Cecil B. deMille Award,,Walt Disney,FALSE,,
1952,1953,10,Henrietta Award (World Film Favorites),,John Wayne,TRUE,,
1952,1953,10,Henrietta Award (World Film Favorites),,Susan Hayward,TRUE,,
1953,1954,11,Actress In A Leading Role - Musical Or Comedy,Call Me Madam,Ethel Merman,TRUE,,
1953,1954,11,New Star Of The Year - Actress,Forever Female,Pat Crowley,TRUE,,
1953,1954,11,Best Director - Motion Picture,From Here to Eternity,Fred Zinnemann,TRUE,,
1953,1954,11,Best Performance by an Actor in a Supporting Role in any Motion Picture,From Here to Eternity,Frank Sinatra,TRUE,,
1953,1954,11,New Star Of The Year - Actress,Hell and High Water,Barbara Rush,FALSE,,
1953,1954,11,New Star Of The Year - Actress,Hell and High Water,Bella Darvi,TRUE,,
1953,1954,11,New Star Of The Year - Actress,It Came From Outer Space,Barbara Rush,TRUE,,
1953,1954,11,Best Screenplay - Motion Picture,Lili,Helen Deutsch,TRUE,,
1953,1954,11,Promoting International Understanding,Little Boy Lost,George Seaton,TRUE,,
1953,1954,11,Best Performance by an Actress in a Supporting Role in any Motion Picture,Mogambo,Grace Kelly,TRUE,,
1953,1954,11,New Star Of The Year - Actress,Money From Home,Bella Darvi,FALSE,,
1953,1954,11,New Star Of The Year - Actress,Money From Home,Pat Crowley,TRUE,,
1953,1954,11,Best Performance by an Actress in a Motion Picture - Drama,Roman Holiday,Audrey Hepburn,TRUE,,
1953,1954,11,New Star Of The Year - Actor,So Big,Steve Forrest,TRUE,,
1953,1954,11,Best Performance by an Actor in a Motion Picture - Drama,The Actress,Spencer Tracy,TRUE,,
1953,1954,11,New Star Of The Year - Actress,The Egyptian,Bella Darvi,TRUE,,
1953,1954,11,New Star Of The Year - Actor,The Glory Brigade,Richard Egan,TRUE,,
1953,1954,11,New Star Of The Year - Actor,The Kid From Left Field,Richard Egan,TRUE,,
1953,1954,11,New Star Of The Year - Actor,The Kid From Left Field,Steve Forrest,FALSE,,
1953,1954,11,Special Achievement Award,The Living Desert,Walt Disney,FALSE,,
1953,1954,11,New Star Of The Year - Actor,The Man From The Alamo,Hugh O'Brian,TRUE,,
1953,1954,11,Best Performance by an Actor in a Motion Picture - Musical or Comedy,The Moon Is Blue,David Niven,TRUE,,
1953,1954,11,Best Motion Picture - Drama,The Robe,,TRUE,,
1953,1954,11,Cecil B. deMille Award,,Darryl F. Zanuck,FALSE,,
1953,1954,11,Documentary,,Queen Is Crowned,TRUE,,
1953,1954,11,Documentary,,A,TRUE,,
1953,1954,11,Henrietta Award (World Film Favorites),,Alan Ladd,TRUE,,
1953,1954,11,Henrietta Award (World Film Favorites),,Marilyn Monroe,TRUE,,
1953,1954,11,Henrietta Award (World Film Favorites),,Robert Taylor,TRUE,,
1954,1955,12,Actress In A Leading Role - Musical Or Comedy,A Star is Born,Judy Garland,TRUE,,
1954,1955,12,Best Performance by an Actor in a Motion Picture - Musical or Comedy,A Star is Born,James Mason,TRUE,,
1954,1955,12,Cinematography - Color,Brigadoon,Joseph Ruttenberg,TRUE,,
1954,1955,12,Promoting International Understanding,Broken Lance,Edward Dmytryk,TRUE,,
1954,1955,12,Best Motion Picture - Musical or Comedy,Carmen Jones,,TRUE,,
1954,1955,12,New Star Of The Year - Actor,Carmen Jones,Joe Adams,TRUE,,
1954,1955,12,New Star Of The Year - Actor,Four Guns to the Border,George Nader,TRUE,,
1954,1955,12,Best Motion Picture - Foreign Language,Genevieve,Henry Cornelius,TRUE,,United Kingdom
1954,1955,12,Best Motion Picture - Foreign Language,No Way Back,Victor Vicas,TRUE,,West Germany
1954,1955,12,Best Director - Motion Picture,On the Waterfront,Elia Kazan,TRUE,,
1954,1955,12,Best Motion Picture - Drama,On the Waterfront,,TRUE,,
1954,1955,12,Best Performance by an Actor in a Motion Picture - Drama,On the Waterfront,Marlon Brando,TRUE,,
1954,1955,12,Cinematography - Black And White,On the Waterfront,Boris Kaufman,TRUE,,
1954,1955,12,New Star Of The Year - Actress,Phffft!,Kim Novak,TRUE,,
1954,1955,12,Best Screenplay - Motion Picture,Sabrina,Ernest Lehman,TRUE,,
1954,1955,12,New Star Of The Year - Actor,Seven Brides for Seven Brothers,Jeff Richards,TRUE,,
1954,1955,12,Best Performance by an Actor in a Supporting Role in any Motion Picture,The Barefoot Contessa,Edmond O'Brien,TRUE,,
1954,1955,12,Best Performance by an Actress in a Motion Picture - Drama,The Country Girl,Grace Kelly,TRUE,,
1954,1955,12,Best Performance by an Actress in a Supporting Role in any Motion Picture,The High and The Mighty,Jan Sterling,TRUE,,
1954,1955,12,New Star Of The Year - Actress,The High and The Mighty,Karen Sharpe,TRUE,,
1954,1955,12,Best Motion Picture - Foreign Language,The Lady Of The Camelias,Ernesto Arancibia,TRUE,,Argentina
1954,1955,12,New Star Of The Year - Actress,The Trouble With Harry,Shirley MacLaine,TRUE,,
1954,1955,12,Best Motion Picture - Foreign Language,Twenty-Four Eyes,Keisuke Kinoshita,TRUE,,Japan
1954,1955,12,Cecil B. deMille Award,,Jean Hersholt,FALSE,,
1954,1955,12,Henrietta Award (World Film Favorites),,Alan Ladd,FALSE,,
1954,1955,12,Henrietta Award (World Film Favorites),,Audrey Hepburn,TRUE,,
1954,1955,12,Henrietta Award (World Film Favorites),,Doris Day,FALSE,,
1954,1955,12,Henrietta Award (World Film Favorites),,Gregory Peck,TRUE,,
1954,1955,12,Henrietta Award (World Film Favorites),,June Allyson,FALSE,,
1954,1955,12,Henrietta Award (World Film Favorites),,Marlon Brando,FALSE,,
1954,1955,12,Henrietta Award (World Film Favorites),,Pier Angeli,FALSE,,
1955,1956,13,New Star Of The Year - Actress,Blood Alley,Anita Ekberg,TRUE,,
1955,1956,13,Best Motion Picture - Foreign Language,Dangerous Curves,,TRUE,,United Kingdom
1955,1956,13,Best Motion Picture - Drama,East of Eden,,TRUE,,
1955,1956,13,Special Achievement Award,East of Eden,James Dean,FALSE,,
1955,1956,13,Best Motion Picture - Foreign Language,Eyes of Children,Yoshirô Kawazu,TRUE,,Japan
1955,1956,13,Actress In A Leading Role - Musical Or Comedy,Guys and Dolls,Jean Simmons,TRUE,,
1955,1956,13,Best Motion Picture - Musical or Comedy,Guys and Dolls,,TRUE,,
1955,1956,13,New Star Of The Year - Actor,Hit The Deck,Russ Tamblyn,TRUE,,
1955,1956,13,New Star Of The Year - Actor,I'll Cry Tomorrow,Ray Danton,TRUE,,
1955,1956,13,Promoting International Understanding,Love Is A Many-Splendored Thing,Henry King,TRUE,,
1955,1956,13,Best Performance by an Actor in a Motion Picture - Drama,Marty,Ernest Borgnine,TRUE,,
1955,1956,13,Best Motion Picture - Foreign Language,Ordet,Carl Theodor Dreyer,TRUE,,Denmark
1955,1956,13,Best Director - Motion Picture,Picnic,Joshua Logan,TRUE,,
1955,1956,13,Best Motion Picture - Foreign Language,"Sons, Mothers And A General",Laslo Benedek,TRUE,,West Germany
1955,1956,13,Best Motion Picture - Foreign Language,Stella,Michael Cacoyannis,TRUE,,Greece
1955,1956,13,Television Achievement,The American Comedy,Desi Arnaz,TRUE,,
1955,1956,13,New Star Of The Year - Actress,The Eddy Duchin Story,Victoria Shaw,TRUE,,
1955,1956,13,Best Performance by an Actress in a Motion Picture - Drama,The Rose Tattoo,Anna Magnani,TRUE,,
1955,1956,13,Best Performance by an Actress in a Supporting Role in any Motion Picture,The Rose Tattoo,Marisa Pavan,TRUE,,
1955,1956,13,Best Performance by an Actor in a Motion Picture - Musical or Comedy,The Seven Year Itch,Tom Ewell,TRUE,,
1955,1956,13,New Star Of The Year - Actress,The View From Pompey's Head,Dana Wynter,TRUE,,
1955,1956,13,Best Performance by an Actor in a Supporting Role in any Motion Picture,Trial,Arthur Kennedy,TRUE,,
1955,1956,13,Television Achievement,Walt Disney's Wonderful World of Color,Dinah Shore,TRUE,,
1955,1956,13,Cecil B. deMille Award,,Jack L. Warner,FALSE,,
1955,1956,13,Henrietta Award (World Film Favorites),,Grace Kelly,TRUE,,
1955,1956,13,Henrietta Award (World Film Favorites),,Marlon Brando,TRUE,,
1955,1956,13,Hollywood Citizenship Award,,Esther Williams,TRUE,,
1956,1957,14,Foreign Film - Foreign Language,A Girl In Black,Michael Cacoyannis,TRUE,,Greece
1956,1957,14,Best Performance by an Actress in a Motion Picture - Drama,Anastasia,Helen Hayes,FALSE,,
1956,1957,14,Best Performance by an Actress in a Motion Picture - Drama,Anastasia,Ingrid Bergman,FALSE,,
1956,1957,14,Best Director - Motion Picture,Around the World in 80 Days,Michael Anderson,FALSE,,
1956,1957,14,Best Motion Picture - Drama,Around the World in 80 Days,,TRUE,,
1956,1957,14,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Around the World in 80 Days,Cantinflas,TRUE,,
1956,1957,14,Best Director - Motion Picture,Baby Doll,Elia Kazan,TRUE,,
1956,1957,14,Best Performance by an Actor in a Motion Picture - Drama,Baby Doll,Karl Malden,FALSE,,
1956,1957,14,Best Performance by an Actor in a Supporting Role in any Motion Picture,Baby Doll,Eli Wallach,FALSE,,
1956,1957,14,Best Performance by an Actress in a Motion Picture - Drama,Baby Doll,Carroll Baker,FALSE,,
1956,1957,14,Best Performance by an Actress in a Supporting Role in any Motion Picture,Baby Doll,Mildred Dunnock,FALSE,,
1956,1957,14,New Star Of The Year - Actress,Baby Doll,Carroll Baker,TRUE,,
1956,1957,14,Promoting International Understanding,Battle Hymn,Douglas Sirk,TRUE,,
1956,1957,14,Foreign Film - Foreign Language,Before Sundown,West Germany,TRUE,,
1956,1957,14,Foreign Film - Foreign Language,Before Sundown,Gottfried Reinhardt,TRUE,,
1956,1957,14,Actress In A Leading Role - Musical Or Comedy,Bundle of Joy,Debbie Reynolds,FALSE,,
1956,1957,14,Actress In A Leading Role - Musical Or Comedy,Bus Stop,Marilyn Monroe,FALSE,,
1956,1957,14,Best Motion Picture - Musical or Comedy,Bus Stop,,FALSE,,
1956,1957,14,Television Achievement,Cheyenne,,TRUE,,
1956,1957,14,Best Performance by an Actor in a Motion Picture - Drama,Friendly Persuasion,Gary Cooper,FALSE,,
1956,1957,14,Best Performance by an Actress in a Supporting Role in any Motion Picture,Friendly Persuasion,Marjorie Main,FALSE,,
1956,1957,14,New Star Of The Year - Actor,Friendly Persuasion,Anthony Perkins,TRUE,,
1956,1957,14,Promoting International Understanding,Friendly Persuasion,William Wyler,FALSE,,
1956,1957,14,Best Director - Motion Picture,Giant,George Stevens,FALSE,,
1956,1957,14,Best Motion Picture - Drama,Giant,,FALSE,,
1956,1957,14,New Star Of The Year - Actress,Giant,Carroll Baker,TRUE,,
1956,1957,14,New Star Of The Year - Actress,Giant,Jayne Mansfield,FALSE,,
1956,1957,14,Best Director - Motion Picture,Lust For Life,Vincente Minnelli,FALSE,,
1956,1957,14,Best Motion Picture - Drama,Lust For Life,,FALSE,,
1956,1957,14,Best Performance by an Actor in a Motion Picture - Drama,Lust For Life,Kirk Douglas,TRUE,,
1956,1957,14,Best Performance by an Actor in a Supporting Role in any Motion Picture,Lust For Life,Anthony Quinn,FALSE,,
1956,1957,14,Television Achievement,Matinee Theatre,,TRUE,,
1956,1957,14,Television Achievement,Playhouse 90,,TRUE,,
1956,1957,14,New Star Of The Year - Actress,Rebel Without a Cause,Natalie Wood,TRUE,,
1956,1957,14,Foreign Film - English Language,Richard III,Laurence Olivier,TRUE,,United Kingdom
1956,1957,14,New Star Of The Year - Actor,Tea and Sympathy,John Kerr,TRUE,,
1956,1957,14,Best Performance by an Actress in a Supporting Role in any Motion Picture,The Bad Seed,Eileen Heckart,TRUE,,
1956,1957,14,Best Performance by an Actress in a Supporting Role in any Motion Picture,The Bad Seed,Patty McCormack,FALSE,,
1956,1957,14,Promoting International Understanding,The Brave One,Irving Rapper,FALSE,,
1956,1957,14,Best Performance by an Actor in a Motion Picture - Musical or Comedy,The Court Jester,Danny Kaye,FALSE,,
1956,1957,14,New Star Of The Year - Actress,The Girl Can't Help It,Jayne Mansfield,TRUE,,
1956,1957,14,Actress In A Leading Role - Musical Or Comedy,The King and I,Deborah Kerr,TRUE,,
1956,1957,14,Best Motion Picture - Musical or Comedy,The King and I,,TRUE,,
1956,1957,14,Best Performance by an Actor in a Motion Picture - Musical or Comedy,The King and I,Yul Brynner,FALSE,,
1956,1957,14,Promoting International Understanding,The King and I,Walter Lang,FALSE,,
1956,1957,14,Television Achievement,The Mickey Mouse Club,,TRUE,,
1956,1957,14,Best Motion Picture - Musical or Comedy,The Opposite Sex,,FALSE,,
1956,1957,14,Best Motion Picture - Drama,The Rainmaker,,FALSE,,
1956,1957,14,Best Performance by an Actor in a Motion Picture - Drama,The Rainmaker,Burt Lancaster,FALSE,,
1956,1957,14,Best Performance by an Actor in a Supporting Role in any Motion Picture,The Rainmaker,Earl Holliman,TRUE,,
1956,1957,14,Best Performance by an Actress in a Motion Picture - Drama,The Rainmaker,Katharine Hepburn,FALSE,,
1956,1957,14,Foreign Film - Foreign Language,The Rose On His Arm,Keisuke Kinoshita,TRUE,,Japan
1956,1957,14,New Star Of The Year - Actor,The Silver Chalice,Paul Newman,TRUE,,
1956,1957,14,Actress In A Leading Role - Musical Or Comedy,The Solid Gold Cadillac,Judy Holliday,FALSE,,
1956,1957,14,Best Motion Picture - Musical or Comedy,The Solid Gold Cadillac,,FALSE,,
1956,1957,14,Actress In A Leading Role - Musical Or Comedy,The Teahouse of the August Moon,Machiko Kyo,FALSE,,
1956,1957,14,Best Motion Picture - Musical or Comedy,The Teahouse of the August Moon,,FALSE,,
1956,1957,14,Best Performance by an Actor in a Motion Picture - Musical or Comedy,The Teahouse of the August Moon,Glenn Ford,FALSE,,
1956,1957,14,Best Performance by an Actor in a Motion Picture - Musical or Comedy,The Teahouse of the August Moon,Marlon Brando,FALSE,,
1956,1957,14,Best Performance by an Actor in a Supporting Role in any Motion Picture,The Teahouse of the August Moon,Eddie Albert,FALSE,,
1956,1957,14,Promoting International Understanding,The Teahouse of the August Moon,Daniel Mann,FALSE,,
1956,1957,14,Best Performance by an Actor in a Motion Picture - Drama,The Ten Commandments,Charlton Heston,FALSE,,
1956,1957,14,Foreign Film - Foreign Language,The White Reindeer,Erik Blomberg,TRUE,,Finland
1956,1957,14,Television Achievement,This Is Your Life,,TRUE,,
1956,1957,14,Best Director - Motion Picture,War and Peace,King Vidor,FALSE,,
1956,1957,14,Best Motion Picture - Drama,War and Peace,,FALSE,,
1956,1957,14,Best Performance by an Actor in a Supporting Role in any Motion Picture,War and Peace,Oscar Homolka,FALSE,,
1956,1957,14,Best Performance by an Actress in a Motion Picture - Drama,War and Peace,Audrey Hepburn,FALSE,,
1956,1957,14,Foreign Film - Foreign Language,War and Peace,King Vidor,TRUE,,Italy
1956,1957,14,Best Performance by an Actress in a Supporting Role in any Motion Picture,Written on the Wind,Dorothy Malone,FALSE,,
1956,1957,14,Cecil B. deMille Award,,Mervyn LeRoy,FALSE,,
1956,1957,14,Henrietta Award (World Film Favorites),,James Dean,TRUE,,
1956,1957,14,Henrietta Award (World Film Favorites),,Kim Novak,TRUE,,
1956,1957,14,Hollywood Citizenship Award,,Ronald Reagan,TRUE,,
1956,1957,14,New Foreign Star Of The Year - Actor,,Jacques Bergerac,TRUE,,
1956,1957,14,New Foreign Star Of The Year - Actress,,Taina Elg,TRUE,,
1956,1957,14,Special Achievement Award,,Dimitri Tiomkin,FALSE,,
1956,1957,14,Special Achievement Award,,Edwin Schallert,FALSE,,
1956,1957,14,Special Achievement Award,,Elizabeth Taylor,FALSE,,
1957,1958,15,Best Director - Motion Picture,12 Angry Men,Sidney Lumet,FALSE,,
1957,1958,15,Best Motion Picture - Drama,12 Angry Men,,FALSE,,
1957,1958,15,Best Performance by an Actor in a Motion Picture - Drama,12 Angry Men,Henry Fonda,FALSE,,
1957,1958,15,Best Performance by an Actor in a Supporting Role in any Motion Picture,12 Angry Men,Lee J. Cobb,FALSE,,
1957,1958,15,Best Director - Motion Picture,A Hatful of Rain,Fred Zinnemann,FALSE,,
1957,1958,15,Best Performance by an Actor in a Motion Picture - Drama,A Hatful of Rain,Anthony Franciosa,FALSE,,
1957,1958,15,Best Performance by an Actress in a Motion Picture - Drama,A Hatful of Rain,Eva Marie Saint,FALSE,,
1957,1958,15,Television Achievement,Alfred Hitchcock,,TRUE,,
1957,1958,15,Foreign Film - Foreign Language,Confessions Of Felix Krull,West Germany,TRUE,,
1957,1958,15,Foreign Film - Foreign Language,Confessions Of Felix Krull,Kurt Hoffmann,TRUE,,
1957,1958,15,Best Motion Picture - Musical or Comedy,Don't Go Near The Water,,FALSE,,
1957,1958,15,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Don't Go Near The Water,Glenn Ford,FALSE,,
1957,1958,15,Television Achievement,Eddie Fisher,,TRUE,,
1957,1958,15,Best Performance by an Actress in a Motion Picture - Drama,"Heaven Knows, Mr. Allison",Deborah Kerr,FALSE,,
1957,1958,15,Television Achievement,Jack Benny,,TRUE,,
1957,1958,15,Foreign Film - Foreign Language,Kiiroi karasu,Heinosuke Gosho,TRUE,,Japan
1957,1958,15,Actress In A Leading Role - Musical Or Comedy,Les Girls,Kay Kendall,TRUE,,
1957,1958,15,Actress In A Leading Role - Musical Or Comedy,Les Girls,Taina Elg,TRUE,,
1957,1958,15,Best Motion Picture - Musical or Comedy,Les Girls,,TRUE,,
1957,1958,15,Actress In A Leading Role - Musical Or Comedy,Love in the Afternoon,Audrey Hepburn,FALSE,,
1957,1958,15,Best Motion Picture - Musical or Comedy,Love in the Afternoon,,FALSE,,
1957,1958,15,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Love in the Afternoon,Maurice Chevalier,FALSE,,
1957,1958,15,Television Achievement,Mike Wallace,,TRUE,,
1957,1958,15,Best Performance by an Actor in a Motion Picture - Musical or Comedy,My Man Godfrey,David Niven,FALSE,,
1957,1958,15,Best Motion Picture - Musical or Comedy,Pal Joey,,FALSE,,
1957,1958,15,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Pal Joey,Frank Sinatra,TRUE,,
1957,1958,15,Best Performance by an Actress in a Supporting Role in any Motion Picture,Peyton Place,Hope Lange,FALSE,,
1957,1958,15,Best Performance by an Actress in a Supporting Role in any Motion Picture,Peyton Place,Mildred Dunnock,FALSE,,
1957,1958,15,New Star Of The Year - Actress,Peyton Place,Diane Varsi,TRUE,,
